Model,Average,ARC(25-shot),HellaSwag(10-shot),MMLU(5-shot),TruthfulQA(0-shot),Parameters,URL
llama-anon/instruct-13b,55.32,56.1,80.3,47.9,37.0,18.571428571428573,https://huggingface.co/llama-anon/instruct-13b
Aspik101/Llama-2-7b-hf-instruct-pl-lora_unload,55.31,53.8,78.3,46.8,42.3,10.0,https://huggingface.co/Aspik101/Llama-2-7b-hf-instruct-pl-lora_unload
shibing624/chinese-alpaca-plus-13b-hf,55.2,53.2,73.5,48.8,45.3,18.571428571428573,https://huggingface.co/shibing624/chinese-alpaca-plus-13b-hf
TheTravellingEngineer/llama2-7b-hf-guanaco,55.11,52.5,78.8,45.3,43.9,10.0,https://huggingface.co/TheTravellingEngineer/llama2-7b-hf-guanaco
Lajonbot/Llama-2-7b-chat-hf-instruct-pl-lora_unload,55.05,53.0,77.5,47.1,42.6,10.0,https://huggingface.co/Lajonbot/Llama-2-7b-chat-hf-instruct-pl-lora_unload
jondurbin/airoboros-l2-7b-gpt4-1.4.1,55.04,55.1,79.6,45.2,40.3,10.0,https://huggingface.co/jondurbin/airoboros-l2-7b-gpt4-1.4.1
wahaha1987/llama_7b_sharegpt94k_fastchat,55.04,53.2,76.9,44.6,45.3,10.0,https://huggingface.co/wahaha1987/llama_7b_sharegpt94k_fastchat
chaoyi-wu/MedLLaMA_13B,54.93,54.3,78.5,46.4,40.5,18.571428571428573,https://huggingface.co/chaoyi-wu/MedLLaMA_13B
psyche/kollama2-7b,54.72,53.2,78.8,42.3,44.6,10.0,https://huggingface.co/psyche/kollama2-7b
TheTravellingEngineer/llama2-7b-chat-hf-guanaco,54.66,50.5,76.7,48.0,43.4,10.0,https://huggingface.co/TheTravellingEngineer/llama2-7b-chat-hf-guanaco
ehartford/WizardLM-13B-Uncensored,54.57,50.9,76.6,44.0,46.7,18.571428571428573,https://huggingface.co/ehartford/WizardLM-13B-Uncensored
georgesung/llama2_7b_chat_uncensored,54.52,53.6,78.7,44.5,41.3,10.0,https://huggingface.co/georgesung/llama2_7b_chat_uncensored
xzuyn/MedicWizard-7B,54.45,53.5,78.4,44.6,41.3,10.0,https://huggingface.co/xzuyn/MedicWizard-7B
wenge-research/yayi-7b-llama2,54.45,55.0,77.8,40.9,44.0,10.0,https://huggingface.co/wenge-research/yayi-7b-llama2
meta-llama/Llama-2-7b-hf,54.32,53.1,78.6,46.9,38.8,10.0,https://huggingface.co/meta-llama/Llama-2-7b-hf
Monero/WizardLM-13b-OpenAssistant-Uncensored,54.28,48.6,76.0,43.2,49.4,18.571428571428573,https://huggingface.co/Monero/WizardLM-13b-OpenAssistant-Uncensored
medalpaca/medalpaca-7b,54.11,54.1,80.4,41.5,40.5,10.0,https://huggingface.co/medalpaca/medalpaca-7b
TheBloke/tulu-7B-fp16,54.11,50.2,77.0,47.6,41.6,10.0,https://huggingface.co/TheBloke/tulu-7B-fp16
OpenBuddy/openbuddy-openllama-13b-v7-fp16,54.08,47.6,72.2,47.7,48.7,18.571428571428573,https://huggingface.co/OpenBuddy/openbuddy-openllama-13b-v7-fp16
Aspik101/vicuna-7b-v1.3-instruct-pl-lora_unload,54.03,48.0,76.3,47.4,44.4,10.0,https://huggingface.co/Aspik101/vicuna-7b-v1.3-instruct-pl-lora_unload
GOAT-AI/GOAT-7B-Community,53.87,48.8,74.6,49.6,42.5,10.0,https://huggingface.co/GOAT-AI/GOAT-7B-Community
julianweng/Llama-2-7b-chat-orcah,53.84,45.4,76.6,48.1,45.2,10.0,https://huggingface.co/julianweng/Llama-2-7b-chat-orcah
TehVenom/Pygmalion-13b-Merged,53.83,56.5,80.0,42.9,35.9,18.571428571428573,https://huggingface.co/TehVenom/Pygmalion-13b-Merged
jondurbin/airoboros-7b-gpt4-1.1,53.81,54.6,80.2,39.2,41.2,10.0,https://huggingface.co/jondurbin/airoboros-7b-gpt4-1.1
bofenghuang/vigogne-7b-chat,53.71,52.5,78.4,39.5,44.5,10.0,https://huggingface.co/bofenghuang/vigogne-7b-chat
jondurbin/airoboros-7b-gpt4-1.4,53.48,53.9,80.3,38.6,41.0,10.0,https://huggingface.co/jondurbin/airoboros-7b-gpt4-1.4
quantumaikr/KoreanLM-hf,53.29,51.4,76.8,40.6,44.3,0.0,https://huggingface.co/quantumaikr/KoreanLM-hf
LLMs/AlpacaGPT4-7B-elina,53.21,55.0,78.8,37.5,41.5,10.0,https://huggingface.co/LLMs/AlpacaGPT4-7B-elina
ehartford/Wizard-Vicuna-7B-Uncensored,53.21,53.4,78.8,37.1,43.5,10.0,https://huggingface.co/ehartford/Wizard-Vicuna-7B-Uncensored
TheBloke/Wizard-Vicuna-7B-Uncensored-HF,53.21,53.4,78.8,37.1,43.5,10.0,https://huggingface.co/TheBloke/Wizard-Vicuna-7B-Uncensored-HF
mncai/chatdoctor,52.95,53.8,78.5,36.0,43.6,0.0,https://huggingface.co/mncai/chatdoctor
jondurbin/airoboros-7b-gpt4,52.85,53.1,78.7,38.9,40.7,10.0,https://huggingface.co/jondurbin/airoboros-7b-gpt4
jondurbin/airoboros-7b,52.84,53.1,77.6,37.2,43.4,10.0,https://huggingface.co/jondurbin/airoboros-7b
TheBloke/airoboros-7b-gpt4-fp16,52.84,53.1,78.7,38.9,40.7,10.0,https://huggingface.co/TheBloke/airoboros-7b-gpt4-fp16
bofenghuang/vigogne-7b-instruct,52.74,52.0,78.1,38.4,42.5,10.0,https://huggingface.co/bofenghuang/vigogne-7b-instruct
jondurbin/airoboros-7b-gpt4-1.2,52.68,52.1,78.1,38.6,41.8,10.0,https://huggingface.co/jondurbin/airoboros-7b-gpt4-1.2
jphme/orca_mini_v2_ger_7b,52.54,49.8,75.5,39.1,45.7,10.0,https://huggingface.co/jphme/orca_mini_v2_ger_7b
psmathur/orca_mini_v2_7b,52.54,50.8,76.0,39.5,43.9,10.0,https://huggingface.co/psmathur/orca_mini_v2_7b
notstoic/PygmalionCoT-7b,52.46,51.4,76.9,33.4,48.1,10.0,https://huggingface.co/notstoic/PygmalionCoT-7b
TheBloke/wizardLM-7B-HF,52.32,50.3,75.3,38.1,45.6,10.0,https://huggingface.co/TheBloke/wizardLM-7B-HF
keyfan/vicuna-chinese-replication-v1.1,52.25,42.8,71.5,47.5,47.2,0.0,https://huggingface.co/keyfan/vicuna-chinese-replication-v1.1
golaxy/gogpt2-7b,52.25,46.8,71.5,42.8,47.8,10.0,https://huggingface.co/golaxy/gogpt2-7b
openlm-research/open_llama_13b,52.06,51.2,75.2,43.8,38.1,18.571428571428573,https://huggingface.co/openlm-research/open_llama_13b
jondurbin/airoboros-7b-gpt4-1.3,52.04,52.5,78.0,42.0,35.7,10.0,https://huggingface.co/jondurbin/airoboros-7b-gpt4-1.3
jondurbin/airoboros-gpt-3.5-turbo-100k-7b,51.98,53.1,76.2,33.6,45.1,10.0,https://huggingface.co/jondurbin/airoboros-gpt-3.5-turbo-100k-7b
bigcode/starcoderplus,51.9,48.7,77.3,43.7,37.8,0.0,https://huggingface.co/bigcode/starcoderplus
TheBloke/guanaco-7B-HF,51.89,53.0,80.0,35.3,39.2,10.0,https://huggingface.co/TheBloke/guanaco-7B-HF
Neko-Institute-of-Science/metharme-7b,51.84,53.7,78.6,35.9,39.2,10.0,https://huggingface.co/Neko-Institute-of-Science/metharme-7b
golaxy/gogpt-7b,51.66,48.8,73.8,43.0,41.0,10.0,https://huggingface.co/golaxy/gogpt-7b
yhyhy3/open_llama_7b_v2_med_instruct,51.52,46.5,76.9,42.3,40.3,10.0,https://huggingface.co/yhyhy3/open_llama_7b_v2_med_instruct
TehVenom/Pygmalion_AlpacaLora-7b,51.38,53.2,76.9,35.9,39.4,10.0,https://huggingface.co/TehVenom/Pygmalion_AlpacaLora-7b
jondurbin/airoboros-7b-gpt4-1.4.1-qlora,51.37,52.7,77.9,38.8,36.1,10.0,https://huggingface.co/jondurbin/airoboros-7b-gpt4-1.4.1-qlora
wannaphong/openthaigpt-0.1.0-beta-full-model_for_open_llm_leaderboard,51.3,51.3,77.5,33.2,43.3,0.0,https://huggingface.co/wannaphong/openthaigpt-0.1.0-beta-full-model_for_open_llm_leaderboard
project-baize/baize-v2-7b,51.26,49.0,75.1,39.6,41.4,10.0,https://huggingface.co/project-baize/baize-v2-7b
HanningZhang/Robin-v2,51.22,48.8,74.5,39.3,42.3,0.0,https://huggingface.co/HanningZhang/Robin-v2
LMFlow/Robin-v2,51.22,48.8,74.5,39.3,42.3,0.0,https://huggingface.co/LMFlow/Robin-v2
OptimalScale/robin-7b-v2-delta,51.2,49.2,74.4,39.0,42.3,10.0,https://huggingface.co/OptimalScale/robin-7b-v2-delta
jerryjalapeno/nart-100k-7b,51.07,54.1,78.5,35.0,36.7,10.0,https://huggingface.co/jerryjalapeno/nart-100k-7b
wenge-research/yayi-13b-llama2,51.06,48.6,74.8,38.7,42.2,18.571428571428573,https://huggingface.co/wenge-research/yayi-13b-llama2
WeOpenML/PandaLM-Alpaca-7B-v1,50.19,50.8,77.4,35.9,36.6,10.0,https://huggingface.co/WeOpenML/PandaLM-Alpaca-7B-v1
illuin/test-custom-llama,50.06,52.3,77.5,36.6,33.8,0.0,https://huggingface.co/illuin/test-custom-llama
ashercn97/giraffe-7b,50.02,47.2,75.5,38.9,38.5,10.0,https://huggingface.co/ashercn97/giraffe-7b
mosaicml/mpt-7b-chat,49.95,46.5,75.5,37.6,40.2,10.0,https://huggingface.co/mosaicml/mpt-7b-chat
abhishek/autotrain-llama-alpaca-peft-52508123785,49.9,52.2,76.9,37.6,32.9,0.0,https://huggingface.co/abhishek/autotrain-llama-alpaca-peft-52508123785
Neko-Institute-of-Science/pygmalion-7b,49.85,51.4,77.8,35.7,34.5,10.0,https://huggingface.co/Neko-Institute-of-Science/pygmalion-7b
TheBloke/Planner-7B-fp16,49.72,51.0,77.8,35.7,34.3,10.0,https://huggingface.co/TheBloke/Planner-7B-fp16
llama-7b,49.72,51.0,77.8,35.7,34.3,10.0,
shibing624/chinese-llama-plus-13b-hf,49.69,46.2,71.9,40.7,39.9,18.571428571428573,https://huggingface.co/shibing624/chinese-llama-plus-13b-hf
AGI-inc/lora_moe_7b,49.69,50.9,77.8,35.7,34.3,10.0,https://huggingface.co/AGI-inc/lora_moe_7b
AGI-inc/lora_moe_7b_baseline,49.69,50.9,77.8,35.7,34.3,10.0,https://huggingface.co/AGI-inc/lora_moe_7b_baseline
togethercomputer/GPT-JT-6B-v0,49.57,42.1,68.0,49.3,38.9,8.571428571428571,https://huggingface.co/togethercomputer/GPT-JT-6B-v0
ehartford/WizardLM-7B-Uncensored,49.46,47.9,73.1,35.4,41.5,10.0,https://huggingface.co/ehartford/WizardLM-7B-Uncensored
shibing624/chinese-alpaca-plus-7b-hf,49.46,49.2,70.5,38.4,39.7,10.0,https://huggingface.co/shibing624/chinese-alpaca-plus-7b-hf
beomi/llama-2-ko-7b,49.45,48.5,75.3,39.6,34.5,10.0,https://huggingface.co/beomi/llama-2-ko-7b
mosaicml/mpt-7b-instruct,48.92,50.3,77.9,32.4,35.1,10.0,https://huggingface.co/mosaicml/mpt-7b-instruct
WeOpenML/Alpaca-7B-v1,48.7,49.1,75.7,33.8,36.3,10.0,https://huggingface.co/WeOpenML/Alpaca-7B-v1
facebook/galactica-30b,48.53,47.4,61.2,47.6,38.0,42.857142857142854,https://huggingface.co/facebook/galactica-30b
openlm-research/open_llama_7b_v2,48.18,43.7,72.2,41.3,35.5,10.0,https://huggingface.co/openlm-research/open_llama_7b_v2
GeorgiaTechResearchInstitute/galpaca-30b,48.18,49.6,58.2,43.8,41.2,42.857142857142854,https://huggingface.co/GeorgiaTechResearchInstitute/galpaca-30b
THUDM/chatglm2-6b,48.15,38.8,59.0,46.7,48.1,8.571428571428571,https://huggingface.co/THUDM/chatglm2-6b
togethercomputer/GPT-JT-6B-v1,48.07,40.9,67.2,47.2,37.1,8.571428571428571,https://huggingface.co/togethercomputer/GPT-JT-6B-v1
TheBloke/koala-7B-HF,48.04,47.1,73.6,25.5,46.0,10.0,https://huggingface.co/TheBloke/koala-7B-HF
baichuan-inc/Baichuan-7B,47.38,40.7,69.0,43.6,36.2,10.0,https://huggingface.co/baichuan-inc/Baichuan-7B
wenge-research/yayi-7b,47.02,46.3,61.7,36.3,43.7,10.0,https://huggingface.co/wenge-research/yayi-7b
tiiuae/falcon-7b,47.01,47.9,78.1,27.8,34.3,10.0,https://huggingface.co/tiiuae/falcon-7b
togethercomputer/RedPajama-INCITE-Instruct-7B-v0.1,46.93,44.1,72.0,37.6,34.0,10.0,https://huggingface.co/togethercomputer/RedPajama-INCITE-Instruct-7B-v0.1
togethercomputer/RedPajama-INCITE-7B-Instruct,46.93,44.1,72.0,37.6,34.0,10.0,https://huggingface.co/togethercomputer/RedPajama-INCITE-7B-Instruct
TheBloke/landmark-attention-llama7b-fp16,46.85,47.4,65.8,31.6,42.6,10.0,https://huggingface.co/TheBloke/landmark-attention-llama7b-fp16
h2oai/h2ogpt-gm-oasst1-en-1024-20b,46.67,48.0,72.8,26.0,39.9,28.57142857142857,https://huggingface.co/h2oai/h2ogpt-gm-oasst1-en-1024-20b
dvruette/gpt-neox-20b-full-precision,46.57,48.8,74.4,26.2,36.9,28.57142857142857,https://huggingface.co/dvruette/gpt-neox-20b-full-precision
dvruette/oasst-gpt-neox-20b-1000-steps,46.29,48.6,74.6,26.4,35.6,28.57142857142857,https://huggingface.co/dvruette/oasst-gpt-neox-20b-1000-steps
AlekseyKorshuk/pygmalion-6b-vicuna-chatml,46.26,40.6,67.7,33.9,42.8,8.571428571428571,https://huggingface.co/AlekseyKorshuk/pygmalion-6b-vicuna-chatml
facebook/opt-66b,46.25,46.3,76.2,27.0,35.4,94.28571428571428,https://huggingface.co/facebook/opt-66b
Salesforce/codegen-16B-nl,46.23,46.8,71.9,32.4,34.0,22.857142857142858,https://huggingface.co/Salesforce/codegen-16B-nl
Vmware/open-llama-7b-v2-open-instruct,46.19,39.8,70.3,35.2,39.5,10.0,https://huggingface.co/Vmware/open-llama-7b-v2-open-instruct
mosaicml/mpt-7b-storywriter,46.18,45.6,74.1,28.8,36.1,10.0,https://huggingface.co/mosaicml/mpt-7b-storywriter
togethercomputer/GPT-NeoXT-Chat-Base-20B,46.03,45.6,74.0,29.9,34.5,28.57142857142857,https://huggingface.co/togethercomputer/GPT-NeoXT-Chat-Base-20B
h2oai/h2ogpt-oasst1-512-20b,45.86,46.9,72.8,26.2,37.5,28.57142857142857,https://huggingface.co/h2oai/h2ogpt-oasst1-512-20b
klosax/open_llama_13b_600bt_preview,45.71,44.3,72.4,31.5,34.7,18.571428571428573,https://huggingface.co/klosax/open_llama_13b_600bt_preview
OpenAssistant/oasst-sft-1-pythia-12b,45.45,46.4,70.0,26.2,39.2,17.142857142857142,https://huggingface.co/OpenAssistant/oasst-sft-1-pythia-12b
golaxy/gogpt-7b-bloom,45.4,44.6,62.6,33.8,40.6,10.0,https://huggingface.co/golaxy/gogpt-7b-bloom
psmathur/orca_mini_7b,45.29,43.9,65.2,30.0,42.0,10.0,https://huggingface.co/psmathur/orca_mini_7b
h2oai/h2ogpt-gm-oasst1-multilang-1024-20b,45.19,47.4,72.6,26.4,34.4,28.57142857142857,https://huggingface.co/h2oai/h2ogpt-gm-oasst1-multilang-1024-20b
VMware/open-llama-0.7T-7B-open-instruct-v1.1,45.12,46.7,67.7,28.6,37.6,10.0,https://huggingface.co/VMware/open-llama-0.7T-7B-open-instruct-v1.1
dvruette/oasst-gpt-neox-20b-3000-steps,45.05,46.4,72.1,26.2,35.5,28.57142857142857,https://huggingface.co/dvruette/oasst-gpt-neox-20b-3000-steps
openlm-research/open_llama_7b,44.91,46.0,67.8,30.6,35.2,10.0,https://huggingface.co/openlm-research/open_llama_7b
facebook/opt-30b,44.77,43.2,74.1,26.6,35.2,42.857142857142854,https://huggingface.co/facebook/opt-30b
OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,44.74,45.7,68.6,26.8,37.8,17.142857142857142,https://huggingface.co/OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5
dvruette/oasst-pythia-12b-pretrained-sft,44.74,45.3,67.7,27.8,38.2,17.142857142857142,https://huggingface.co/dvruette/oasst-pythia-12b-pretrained-sft
digitous/GPT-R,44.71,41.2,66.9,36.5,34.2,0.0,https://huggingface.co/digitous/GPT-R
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,44.65,46.2,71.6,27.7,33.0,10.0,https://huggingface.co/togethercomputer/RedPajama-INCITE-Base-7B-v0.1
togethercomputer/RedPajama-INCITE-7B-Base,44.65,46.2,71.6,27.7,33.0,10.0,https://huggingface.co/togethercomputer/RedPajama-INCITE-7B-Base
CobraMamba/mamba-gpt-3b-v3,44.49,41.7,71.0,27.3,37.9,4.285714285714286,https://huggingface.co/CobraMamba/mamba-gpt-3b-v3
CobraMamba/mamba-gpt-3b-v2,44.37,42.2,71.5,27.1,36.7,4.285714285714286,https://huggingface.co/CobraMamba/mamba-gpt-3b-v2
OpenAssistant/pythia-12b-sft-v8-7k-steps,44.35,44.0,70.3,26.6,36.5,17.142857142857142,https://huggingface.co/OpenAssistant/pythia-12b-sft-v8-7k-steps
KoboldAI/GPT-NeoX-20B-Erebus,44.3,45.5,72.8,26.8,32.2,28.57142857142857,https://huggingface.co/KoboldAI/GPT-NeoX-20B-Erebus
h2oai/h2ogpt-gm-oasst1-en-1024-12b,44.18,43.1,69.8,25.9,38.0,17.142857142857142,https://huggingface.co/h2oai/h2ogpt-gm-oasst1-en-1024-12b
OpenAssistant/pythia-12b-sft-v8-2.5k-steps,44.14,42.3,70.2,27.4,36.8,17.142857142857142,https://huggingface.co/OpenAssistant/pythia-12b-sft-v8-2.5k-steps
AlekseyKorshuk/chatml-pyg-v1,44.14,37.9,63.3,32.8,42.6,0.0,https://huggingface.co/AlekseyKorshuk/chatml-pyg-v1
togethercomputer/RedPajama-INCITE-Chat-7B-v0.1,43.98,42.1,70.8,26.9,36.1,10.0,https://huggingface.co/togethercomputer/RedPajama-INCITE-Chat-7B-v0.1
togethercomputer/RedPajama-INCITE-7B-Chat,43.98,42.1,70.8,26.9,36.1,10.0,https://huggingface.co/togethercomputer/RedPajama-INCITE-7B-Chat
digitous/Javelin-R,43.96,41.6,69.0,30.7,34.5,0.0,https://huggingface.co/digitous/Javelin-R
EleutherAI/gpt-neox-20b,43.95,45.7,73.4,25.0,31.6,28.57142857142857,https://huggingface.co/EleutherAI/gpt-neox-20b
digitous/Javelin-GPTJ,43.85,42.7,70.4,26.2,36.1,0.0,https://huggingface.co/digitous/Javelin-GPTJ
KoboldAI/GPT-NeoX-20B-Skein,43.82,45.0,72.7,26.0,31.6,28.57142857142857,https://huggingface.co/KoboldAI/GPT-NeoX-20B-Skein
digitous/Javalion-R,43.75,41.7,68.0,30.8,34.4,0.0,https://huggingface.co/digitous/Javalion-R
h2oai/h2ogpt-oasst1-512-12b,43.75,42.3,70.2,26.0,36.4,17.142857142857142,https://huggingface.co/h2oai/h2ogpt-oasst1-512-12b
KoboldAI/GPT-J-6B-Skein,43.71,42.6,68.7,24.9,38.7,8.571428571428571,https://huggingface.co/KoboldAI/GPT-J-6B-Skein
databricks/dolly-v2-12b,43.67,42.4,72.5,25.9,33.8,17.142857142857142,https://huggingface.co/databricks/dolly-v2-12b
TehVenom/Dolly_Shygmalion-6b-Dev_V8P2,43.6,41.4,67.7,28.5,36.9,8.571428571428571,https://huggingface.co/TehVenom/Dolly_Shygmalion-6b-Dev_V8P2
databricks/dolly-v2-7b,43.56,44.5,69.6,25.2,34.9,10.0,https://huggingface.co/databricks/dolly-v2-7b
digitous/Adventien-GPTJ,43.51,42.5,69.2,25.4,37.0,0.0,https://huggingface.co/digitous/Adventien-GPTJ
openlm-research/open_llama_3b_v2,43.44,40.3,71.6,27.1,34.8,4.285714285714286,https://huggingface.co/openlm-research/open_llama_3b_v2
Lazycuber/Janemalion-6B,43.42,42.4,68.4,28.3,34.6,8.571428571428571,https://huggingface.co/Lazycuber/Janemalion-6B
OpenAssistant/pythia-12b-pre-v8-12.5k-steps,43.42,41.5,68.8,26.6,36.8,17.142857142857142,https://huggingface.co/OpenAssistant/pythia-12b-pre-v8-12.5k-steps
digitous/Janin-R,43.38,40.4,67.4,31.2,34.5,0.0,https://huggingface.co/digitous/Janin-R
heegyu/WizardVicuna-Uncensored-3B-0719,43.36,41.4,66.2,26.5,39.4,4.285714285714286,https://huggingface.co/heegyu/WizardVicuna-Uncensored-3B-0719
h2oai/h2ogpt-gm-oasst1-en-1024-open-llama-7b-preview-400bt,43.32,41.3,62.4,27.6,42.0,10.0,https://huggingface.co/h2oai/h2ogpt-gm-oasst1-en-1024-open-llama-7b-preview-400bt
kfkas/Llama-2-ko-7b-Chat,43.3,40.4,67.1,30.2,35.4,10.0,https://huggingface.co/kfkas/Llama-2-ko-7b-Chat
digitous/Skegma-GPTJ,43.26,43.8,69.2,25.4,34.7,0.0,https://huggingface.co/digitous/Skegma-GPTJ
digitous/Javalion-GPTJ,43.22,41.9,68.7,26.8,35.4,0.0,https://huggingface.co/digitous/Javalion-GPTJ
Pirr/pythia-13b-deduped-green_devil,43.2,42.3,68.9,26.0,35.6,18.571428571428573,https://huggingface.co/Pirr/pythia-13b-deduped-green_devil
TehVenom/PPO_Shygmalion-V8p4_Dev-6b,43.15,40.7,67.0,29.3,35.6,8.571428571428571,https://huggingface.co/TehVenom/PPO_Shygmalion-V8p4_Dev-6b
dvruette/oasst-pythia-6.9b-4000-steps,43.14,41.6,64.2,26.3,40.4,9.857142857142858,https://huggingface.co/dvruette/oasst-pythia-6.9b-4000-steps
heegyu/WizardVicuna-3B-0719,43.07,40.7,65.4,25.4,40.7,4.285714285714286,https://huggingface.co/heegyu/WizardVicuna-3B-0719
psmathur/orca_mini_3b,43.07,41.6,61.5,26.8,42.4,4.285714285714286,https://huggingface.co/psmathur/orca_mini_3b
frank098/orca_mini_3b_juniper,43.04,40.9,61.7,26.4,43.2,4.285714285714286,https://huggingface.co/frank098/orca_mini_3b_juniper
PygmalionAI/pygmalion-6b,43.03,38.9,64.8,28.0,40.4,8.571428571428571,https://huggingface.co/PygmalionAI/pygmalion-6b
TehVenom/PPO_Pygway-V8p4_Dev-6b,43.01,40.4,67.2,29.3,35.3,8.571428571428571,https://huggingface.co/TehVenom/PPO_Pygway-V8p4_Dev-6b
TFLai/gpt-neox-20b-4bit-alpaca,43.0,43.9,67.4,25.1,35.7,28.57142857142857,https://huggingface.co/TFLai/gpt-neox-20b-4bit-alpaca
Corianas/gpt-j-6B-Dolly,42.99,41.3,66.0,26.8,37.9,8.571428571428571,https://huggingface.co/Corianas/gpt-j-6B-Dolly
TehVenom/Dolly_Shygmalion-6b,42.97,41.9,68.5,27.6,33.9,8.571428571428571,https://huggingface.co/TehVenom/Dolly_Shygmalion-6b
digitous/Janin-GPTJ,42.95,40.9,67.3,27.4,36.2,0.0,https://huggingface.co/digitous/Janin-GPTJ
TehVenom/GPT-J-Pyg_PPO-6B-Dev-V8p4,42.94,40.2,66.4,30.4,34.8,8.571428571428571,https://huggingface.co/TehVenom/GPT-J-Pyg_PPO-6B-Dev-V8p4
KoboldAI/GPT-J-6B-Shinen,42.89,39.8,67.1,27.7,36.9,8.571428571428571,https://huggingface.co/KoboldAI/GPT-J-6B-Shinen
EleutherAI/gpt-j-6b,42.88,41.4,67.6,26.6,36.0,8.571428571428571,https://huggingface.co/EleutherAI/gpt-j-6b
TehVenom/Dolly_Malion-6b,42.86,42.8,68.4,27.1,33.0,8.571428571428571,https://huggingface.co/TehVenom/Dolly_Malion-6b
TehVenom/ChanMalion,42.83,41.9,68.2,27.3,33.9,0.0,https://huggingface.co/TehVenom/ChanMalion
Salesforce/codegen-6B-nl,42.83,42.3,68.6,25.9,34.5,8.571428571428571,https://huggingface.co/Salesforce/codegen-6B-nl
Fredithefish/RedPajama-INCITE-Chat-3B-Instruction-Tuning-with-GPT-4,42.81,41.6,66.2,27.3,36.1,4.285714285714286,https://huggingface.co/Fredithefish/RedPajama-INCITE-Chat-3B-Instruction-Tuning-with-GPT-4
KoboldAI/GPT-J-6B-Janeway,42.79,40.9,67.1,27.4,35.7,8.571428571428571,https://huggingface.co/KoboldAI/GPT-J-6B-Janeway
togethercomputer/RedPajama-INCITE-Chat-3B-v1,42.78,42.8,67.6,26.2,34.4,4.285714285714286,https://huggingface.co/togethercomputer/RedPajama-INCITE-Chat-3B-v1
togethercomputer/Pythia-Chat-Base-7B,42.69,40.0,68.7,27.4,34.6,10.0,https://huggingface.co/togethercomputer/Pythia-Chat-Base-7B
heegyu/RedTulu-Uncensored-3B-0719,42.63,40.0,62.6,30.4,37.6,4.285714285714286,https://huggingface.co/heegyu/RedTulu-Uncensored-3B-0719
KoboldAI/PPO_Pygway-6b-Mix,42.62,41.8,67.8,28.4,32.5,8.571428571428571,https://huggingface.co/KoboldAI/PPO_Pygway-6b-Mix
KoboldAI/OPT-13B-Erebus,42.59,40.0,70.1,25.3,34.9,18.571428571428573,https://huggingface.co/KoboldAI/OPT-13B-Erebus
KoboldAI/fairseq-dense-6.7B,42.58,39.4,71.3,26.9,32.7,9.571428571428571,https://huggingface.co/KoboldAI/fairseq-dense-6.7B
EleutherAI/pythia-12b-deduped,42.57,41.4,70.3,25.6,33.0,17.142857142857142,https://huggingface.co/EleutherAI/pythia-12b-deduped
facebook/opt-13b,42.53,39.9,71.2,24.9,34.1,18.571428571428573,https://huggingface.co/facebook/opt-13b
TehVenom/GPT-J-Pyg_PPO-6B,42.51,42.1,67.5,28.5,32.0,8.571428571428571,https://huggingface.co/TehVenom/GPT-J-Pyg_PPO-6B
EleutherAI/pythia-6.9b-deduped,42.51,41.3,67.0,26.5,35.2,9.857142857142858,https://huggingface.co/EleutherAI/pythia-6.9b-deduped
acrastt/RedPajama-INCITE-Chat-Instruct-3B-V1,42.42,42.6,67.5,26.0,33.6,4.285714285714286,https://huggingface.co/acrastt/RedPajama-INCITE-Chat-Instruct-3B-V1
Fredithefish/ScarletPajama-3B-HF,42.38,39.8,64.9,27.3,37.6,4.285714285714286,https://huggingface.co/Fredithefish/ScarletPajama-3B-HF
KoboldAI/OPT-13B-Nerybus-Mix,42.34,39.8,70.6,24.9,34.0,18.571428571428573,https://huggingface.co/KoboldAI/OPT-13B-Nerybus-Mix
klosax/open_llama_7b_400bt_preview,42.27,39.5,65.9,27.6,36.0,10.0,https://huggingface.co/klosax/open_llama_7b_400bt_preview
KoboldAI/OPT-13B-Nerys-v2,42.27,39.7,70.5,25.4,33.5,18.571428571428573,https://huggingface.co/KoboldAI/OPT-13B-Nerys-v2
TehVenom/PPO_Shygmalion-6b,42.23,40.3,66.9,27.5,34.2,8.571428571428571,https://huggingface.co/TehVenom/PPO_Shygmalion-6b
togethercomputer/RedPajama-INCITE-Instruct-3B-v1,42.12,41.6,65.5,25.0,36.4,4.285714285714286,https://huggingface.co/togethercomputer/RedPajama-INCITE-Instruct-3B-v1
bigscience/bloom-7b1,42.07,41.1,62.0,26.2,38.9,10.0,https://huggingface.co/bigscience/bloom-7b1
hakurei/instruct-12b,42.02,42.6,66.8,26.8,32.0,17.142857142857142,https://huggingface.co/hakurei/instruct-12b
CobraMamba/mamba-gpt-3b,41.99,40.5,64.9,25.4,37.1,4.285714285714286,https://huggingface.co/CobraMamba/mamba-gpt-3b
h2oai/h2ogpt-oig-oasst1-512-6_9b,41.9,40.4,65.6,24.9,36.7,12.857142857142856,https://huggingface.co/h2oai/h2ogpt-oig-oasst1-512-6_9b
KoboldAI/OPT-6.7B-Erebus,41.88,39.2,68.7,24.6,35.1,9.571428571428571,https://huggingface.co/KoboldAI/OPT-6.7B-Erebus
