Model,Average,ARC(25-shot),HellaSwag(10-shot),MMLU(5-shot),TruthfulQA(0-shot),Parameters,URL
Harshvir/LaMini-Neo-1.3B-Mental-Health_lora,31.66,25.8,25.7,27.0,48.2,1.8571428571428572,https://huggingface.co/Harshvir/LaMini-Neo-1.3B-Mental-Health_lora
golaxy/gogpt-560m,31.66,26.4,31.9,25.3,43.1,0.8,https://huggingface.co/golaxy/gogpt-560m
Aspik101/tulu-7b-instruct-pl-lora_unload,31.61,28.7,26.0,23.1,48.6,10.0,https://huggingface.co/Aspik101/tulu-7b-instruct-pl-lora_unload
BreadAi/MusePy-1-2,31.56,25.8,25.9,25.2,49.3,0.0,https://huggingface.co/BreadAi/MusePy-1-2
microsoft/CodeGPT-small-py,31.56,22.7,27.3,25.0,51.2,0.0,https://huggingface.co/microsoft/CodeGPT-small-py
victor123/WizardLM-13B-1.0,31.55,28.5,26.0,23.1,48.6,18.571428571428573,https://huggingface.co/victor123/WizardLM-13B-1.0
lmsys/vicuna-7b-delta-v1.1,31.55,28.5,26.0,23.1,48.6,10.0,https://huggingface.co/lmsys/vicuna-7b-delta-v1.1
OptimalScale/robin-65b-v2-delta,31.55,28.5,26.0,23.1,48.6,92.85714285714286,https://huggingface.co/OptimalScale/robin-65b-v2-delta
voidful/changpt-bart,31.53,28.7,26.4,23.1,47.9,0.0,https://huggingface.co/voidful/changpt-bart
MayaPH/FinOPT-Lincoln,31.47,26.7,25.6,23.0,50.6,0.0,https://huggingface.co/MayaPH/FinOPT-Lincoln
KoboldAI/fairseq-dense-125M,31.47,24.1,34.1,24.0,43.7,0.17857142857142858,https://huggingface.co/KoboldAI/fairseq-dense-125M
SebastianSchramm/Cerebras-GPT-111M-instruction,31.44,24.4,26.0,25.9,49.5,0.15857142857142859,https://huggingface.co/SebastianSchramm/Cerebras-GPT-111M-instruction
TheTravellingEngineer/bloom-560m-RLHF,31.44,24.4,37.0,23.6,40.8,0.8,https://huggingface.co/TheTravellingEngineer/bloom-560m-RLHF
breadlicker45/dough-instruct-base-001,31.29,23.9,24.8,23.1,53.4,0.0,https://huggingface.co/breadlicker45/dough-instruct-base-001
nicholasKluge/Aira-Instruct-PT-1B7,31.28,26.9,27.3,25.0,46.0,1.4285714285714286,https://huggingface.co/nicholasKluge/Aira-Instruct-PT-1B7
WizardLM/WizardLM-30B-V1.0,31.27,27.4,25.9,23.1,48.6,42.857142857142854,https://huggingface.co/WizardLM/WizardLM-30B-V1.0
WizardLM/WizardLM-30B-V1.0,31.27,27.4,25.9,23.1,48.6,42.857142857142854,https://huggingface.co/WizardLM/WizardLM-30B-V1.0
WizardLM/WizardLM-30B-V1.0,31.27,27.4,25.9,23.1,48.6,42.857142857142854,https://huggingface.co/WizardLM/WizardLM-30B-V1.0
huggingtweets/bladeecity-jerma985,31.24,22.9,30.5,26.6,45.0,0.0,https://huggingface.co/huggingtweets/bladeecity-jerma985
KnutJaegersberg/megatron-GPT-2-345m-EvolInstruct,31.23,24.1,35.1,24.5,41.2,0.4928571428571429,https://huggingface.co/KnutJaegersberg/megatron-GPT-2-345m-EvolInstruct
bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16,31.22,25.3,26.7,23.4,49.5,47.14285714285714,https://huggingface.co/bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16
microsoft/DialoGPT-small,31.21,25.8,25.8,25.8,47.5,0.0,https://huggingface.co/microsoft/DialoGPT-small
facebook/xglm-564M,31.21,24.6,34.6,25.2,40.4,0.8057142857142856,https://huggingface.co/facebook/xglm-564M
EleutherAI/gpt-neo-125m,31.19,23.0,30.3,26.0,45.6,0.17857142857142858,https://huggingface.co/EleutherAI/gpt-neo-125m
EleutherAI/pythia-160m-deduped,31.16,24.1,31.4,24.9,44.3,0.2285714285714286,https://huggingface.co/EleutherAI/pythia-160m-deduped
klosax/pythia-160m-deduped-step92k-193bt,31.15,24.2,32.3,24.5,43.5,0.2285714285714286,https://huggingface.co/klosax/pythia-160m-deduped-step92k-193bt
MBZUAI/lamini-neo-125m,31.1,24.6,30.2,26.7,42.8,0.17857142857142858,https://huggingface.co/MBZUAI/lamini-neo-125m
bigcode/tiny_starcoder_py,31.06,21.0,28.8,26.8,47.7,0.0,https://huggingface.co/bigcode/tiny_starcoder_py
concedo/OPT-19M-ChatSalad,31.01,24.4,25.2,23.1,51.4,0.027142857142857146,https://huggingface.co/concedo/OPT-19M-ChatSalad
anton-l/gpt-j-tiny-random,31.01,26.4,25.8,24.5,47.4,0.0,https://huggingface.co/anton-l/gpt-j-tiny-random
grantprice/Cerebras-GPT-590M-finetuned-DND,30.99,24.7,27.8,23.1,48.3,0.842857142857143,https://huggingface.co/grantprice/Cerebras-GPT-590M-finetuned-DND
cerebras/Cerebras-GPT-256M,30.95,22.0,29.0,26.8,46.0,0.3657142857142857,https://huggingface.co/cerebras/Cerebras-GPT-256M
ai-forever/rugpt3large_based_on_gpt2,30.93,22.6,32.8,24.9,43.4,0.0,https://huggingface.co/ai-forever/rugpt3large_based_on_gpt2
alibidaran/medical_transcription_generator,30.93,22.8,30.6,23.8,46.5,0.0,https://huggingface.co/alibidaran/medical_transcription_generator
microsoft/DialoGPT-medium,30.9,24.5,26.2,25.8,47.1,0.0,https://huggingface.co/microsoft/DialoGPT-medium
ogimgio/gpt-neo-125m-neurallinguisticpioneers,30.9,22.4,30.4,25.1,45.6,0.17857142857142858,https://huggingface.co/ogimgio/gpt-neo-125m-neurallinguisticpioneers
open-llm-leaderboard/bloom-560m-4bit-alpaca-auto-eval-adapter-applied,30.89,24.0,29.2,25.2,45.2,0.8,https://huggingface.co/open-llm-leaderboard/bloom-560m-4bit-alpaca-auto-eval-adapter-applied
BreadAi/gpt-YA-1-1_160M,30.88,23.0,27.3,26.2,47.0,0.2285714285714286,https://huggingface.co/BreadAi/gpt-YA-1-1_160M
microsoft/DialoGPT-large,30.81,23.4,25.8,23.8,50.3,0.0,https://huggingface.co/microsoft/DialoGPT-large
facebook/opt-125m,30.8,22.9,31.5,26.0,42.9,0.17857142857142858,https://huggingface.co/facebook/opt-125m
huggingtweets/jerma985,30.79,21.7,30.9,26.6,44.0,0.0,https://huggingface.co/huggingtweets/jerma985
Locutusque/gpt2-conversational-or-qa,30.71,21.4,27.6,26.5,47.3,0.0,https://huggingface.co/Locutusque/gpt2-conversational-or-qa
concedo/Pythia-70M-ChatSalad,30.7,21.0,27.3,24.8,49.7,0.1,https://huggingface.co/concedo/Pythia-70M-ChatSalad
roneneldan/TinyStories-1M,30.67,23.5,25.2,24.6,49.4,0.0014285714285714286,https://huggingface.co/roneneldan/TinyStories-1M
BreadAi/DiscordPy,30.66,23.3,26.2,25.0,48.2,0.0,https://huggingface.co/BreadAi/DiscordPy
bigcode/gpt_bigcode-santacoder,30.65,21.2,30.8,25.0,45.6,0.0,https://huggingface.co/bigcode/gpt_bigcode-santacoder
Tincando/fiction_story_generator,30.62,23.3,28.7,26.7,43.8,0.0,https://huggingface.co/Tincando/fiction_story_generator
klosax/pythia-70m-deduped-step44k-92bt,30.61,22.1,28.2,26.0,46.1,0.1,https://huggingface.co/klosax/pythia-70m-deduped-step44k-92bt
Quake24/easyTermsSummerizer,30.6,25.8,25.8,23.1,47.7,0.0,https://huggingface.co/Quake24/easyTermsSummerizer
EleutherAI/pythia-160m,30.58,22.8,30.3,25.0,44.3,0.2285714285714286,https://huggingface.co/EleutherAI/pythia-160m
euclaise/gpt-neox-122m-minipile-digits,30.56,20.7,27.0,25.3,49.2,0.17428571428571427,https://huggingface.co/euclaise/gpt-neox-122m-minipile-digits
MBZUAI/lamini-cerebras-590m,30.55,24.3,31.6,25.6,40.7,0.842857142857143,https://huggingface.co/MBZUAI/lamini-cerebras-590m
MayaPH/FinOPT-Washington,30.51,25.2,26.2,24.8,45.8,0.0,https://huggingface.co/MayaPH/FinOPT-Washington
BreadAi/StoryPy,30.5,22.4,26.2,24.4,49.1,0.0,https://huggingface.co/BreadAi/StoryPy
EleutherAI/pythia-70m,30.46,21.6,27.3,25.9,47.1,0.1,https://huggingface.co/EleutherAI/pythia-70m
BreadAi/gpt-Youtube,30.45,23.3,26.3,23.5,48.6,0.0,https://huggingface.co/BreadAi/gpt-Youtube
roneneldan/TinyStories-33M,30.35,24.2,25.7,23.8,47.6,0.04714285714285714,https://huggingface.co/roneneldan/TinyStories-33M
EleutherAI/pythia-70m-deduped,30.25,21.1,27.2,25.3,47.5,0.1,https://huggingface.co/EleutherAI/pythia-70m-deduped
Corianas/Quokka_590m,30.24,24.4,31.6,25.4,39.6,0.842857142857143,https://huggingface.co/Corianas/Quokka_590m
cyberagent/open-calm-7b,30.13,20.5,30.6,25.2,44.2,10.0,https://huggingface.co/cyberagent/open-calm-7b
roneneldan/TinyStories-28M,30.06,22.8,25.8,23.5,48.1,0.04,https://huggingface.co/roneneldan/TinyStories-28M
gpt2,29.99,21.8,31.6,25.9,40.7,0.0,
gpt2,29.99,21.8,31.6,25.9,40.7,0.0,
SaylorTwift/gpt2_test,29.99,21.8,31.6,25.9,40.7,0.0,https://huggingface.co/SaylorTwift/gpt2_test
roneneldan/TinyStories-3M,29.98,22.0,25.6,25.0,47.3,0.004285714285714286,https://huggingface.co/roneneldan/TinyStories-3M
nthngdy/pythia-owt2-70m-50k,29.97,21.5,28.2,25.7,44.5,0.1,https://huggingface.co/nthngdy/pythia-owt2-70m-50k
Corianas/256_5epoch,29.9,22.3,29.0,26.6,41.7,0.0,https://huggingface.co/Corianas/256_5epoch
roneneldan/TinyStories-8M,29.89,24.7,25.0,23.3,46.5,0.011428571428571429,https://huggingface.co/roneneldan/TinyStories-8M
lgaalves/gpt2-dolly,29.85,21.8,30.8,24.7,42.2,0.0,https://huggingface.co/lgaalves/gpt2-dolly
nthngdy/pythia-owt2-70m-100k,29.85,20.9,28.3,25.0,45.1,0.1,https://huggingface.co/nthngdy/pythia-owt2-70m-100k
aisquared/dlite-v2-124m,29.84,24.0,31.1,25.3,39.0,0.17714285714285713,https://huggingface.co/aisquared/dlite-v2-124m
huggingtweets/gladosystem,29.77,24.4,29.7,23.2,41.8,0.0,https://huggingface.co/huggingtweets/gladosystem
abhiramtirumala/DialoGPT-sarcastic-medium,29.76,23.3,25.9,23.8,46.0,0.0,https://huggingface.co/abhiramtirumala/DialoGPT-sarcastic-medium
MBZUAI/lamini-cerebras-256m,29.73,21.8,28.7,26.7,41.8,0.3657142857142857,https://huggingface.co/MBZUAI/lamini-cerebras-256m
cerebras/Cerebras-GPT-111M,29.69,20.2,26.7,25.5,46.3,0.15857142857142859,https://huggingface.co/cerebras/Cerebras-GPT-111M
uberkie/metharme-1.3b-finetuned,29.66,20.6,28.0,25.3,44.8,1.8571428571428572,https://huggingface.co/uberkie/metharme-1.3b-finetuned
MBZUAI/lamini-cerebras-111m,29.63,22.1,27.1,25.5,43.8,0.15857142857142859,https://huggingface.co/MBZUAI/lamini-cerebras-111m
psyche/kogpt,29.47,21.2,28.1,26.6,42.1,0.0,https://huggingface.co/psyche/kogpt
Corianas/Quokka_256m,29.41,22.9,28.8,26.5,39.5,0.3657142857142857,https://huggingface.co/Corianas/Quokka_256m
vicgalle/gpt2-alpaca-gpt4,29.39,22.6,31.2,25.8,38.0,0.0,https://huggingface.co/vicgalle/gpt2-alpaca-gpt4
nicholasKluge/Aira-Instruct-124M,29.36,23.6,30.8,25.1,37.9,0.17714285714285713,https://huggingface.co/nicholasKluge/Aira-Instruct-124M
aisquared/dlite-v1-124m,29.23,24.3,31.2,25.1,36.4,0.17714285714285713,https://huggingface.co/aisquared/dlite-v1-124m
MBZUAI/LaMini-GPT-124M,29.18,24.3,30.8,25.0,36.6,0.17714285714285713,https://huggingface.co/MBZUAI/LaMini-GPT-124M
vicgalle/gpt2-alpaca,29.12,22.9,31.1,26.3,36.2,0.0,https://huggingface.co/vicgalle/gpt2-alpaca
Corianas/111m,28.85,19.7,26.7,25.3,43.7,0.15857142857142859,https://huggingface.co/Corianas/111m
